# Excluded records with reason (spec v1.0 section 2)
# run date: 2026-08-24
stage	pmid	doi	year	title	reason	basis
2_pan_cancer_no_NPC	NOT_FOUND	10.21203/rs.3.rs-4195139/v1	2024	Integrated Pan-Cancer Profiling of RAC1: Prognostic, Immunomodulatory, and Therapeutic Resistance Insights	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38172503	10.1038/s41598-023-49801-y	2024	ITGB4 upregulation is associated with progression of lower grade glioma.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	37973839	10.1038/s42003-023-05459-w	2023	Pan-cancer landscape of epigenetic factor expression predicts tumor outcome.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38744958	10.1038/s41467-024-48310-4	2024	Systematic dissection of tumor-normal single-cell ecosystems across a thousand tumors of 30 cancer types.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	37230755	10.1136/gutjnl-2022-328697	2023	Mature tertiary lymphoid structures are key niches of tumour-specific immune responses in pancreatic ductal adenocarcinomas.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40463370	10.3389/fimmu.2025.1571446	2025	Succinylation-related molecular activities in cancer: metabolic adaptations, immune landscape, and prognostic significance in colorectal cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40226617	10.3389/fimmu.2025.1530789	2025	Identification of a novel prognostic marker ADGRG6 in pancreatic adenocarcinoma: multi-omics analysis and experimental validation.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39145088	10.21037/tcr-24-201	2024	Systematic analysis of TREM2 and its carcinogenesis in pancreatic cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.21203/rs.3.rs-5305163/v1	2024	TNMD in pan-cancer analysis: Exploring its impact on immune modulation and uncovering functional insights in colorectal cancer	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40144665	10.3389/fphar.2025.1563435	2025	The role of TRAF2 in pan-cancer revealed by integrating informatics and experimental validation.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39596296	10.3390/ijms252212231	2024	Integrated Transcriptome Profiling and Pan-Cancer Analyses Reveal Oncogenic Networks and Tumor-Immune Modulatory Roles for FABP7 in Brain Cancers.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40950352	10.21037/jgo-2024-861	2025	Identification of prognostic biomarkers in colorectal cancer through multi-omics profiling of programmed cell death pathways.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41741523	10.1038/s41598-026-38131-4	2026	INHBA: a mitochondrial-related pan-cell death gene associated with the prognosis and immunity of OSCC.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	37335337	10.1007/s00432-023-04986-7	2023	Comprehensive landscape of the miRNA-regulated prognostic marker LAYN with immune infiltration and stemness in pan-cancer.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	36333338	10.1038/s41467-022-34395-2	2022	Pan-cancer single-cell analysis reveals the heterogeneity and plasticity of cancer-associated fibroblasts in the tumor microenvironment.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.1101/2024.07.26.605404	2024	A comprehensive analysis of the potential biological functions and prognostic values of SREBF1 for multiple cancer types including colorectal cancer	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38535087	10.3390/diagnostics14060667	2024	Identification and Validation of T-Cell Exhaustion Signature for Predicting Prognosis and Immune Response in Pancreatic Cancer by Integrated Analysis of Single-	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38547657	10.1016/j.compbiomed.2024.108307	2024	Identification of CREB5 as a prognostic and immunotherapeutic biomarker in glioma through multi-omics pan-cancer analysis.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	36780800	10.1016/j.compbiomed.2023.106622	2023	Comprehensive landscape of the IPAF inflammasomes in pan-cancer: A bulk omics research and single-cell sequencing validation.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39267661	10.62347/dlvs6991	2024	Prognostic and immunological roles of RSPO1 in pan-cancer and its correlation with LUAD proliferation and metastasis.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38251077	10.3233/thc-231256	2024	NOP16 promotes hepatocellular carcinoma progression and triggers EMT through the Keap1-Nrf2 signaling pathway.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38385075	10.7150/ijbs.90226	2024	PSME2 offers value as a biomarker of M1 macrophage infiltration in pan-cancer and inhibits osteosarcoma malignant phenotypes.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38538696	10.1038/s41698-024-00570-5	2024	Pan-cancer evaluation of regulated cell death to predict overall survival and immune checkpoint inhibitor response.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41272569	10.1186/s12885-025-15035-6	2025	Prognostic, molecular characterization, and immune infiltration analysis of NUDT16 in clear cell renal cell carcinoma.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38694917	10.3389/fphar.2024.1346719	2024	Pan-cancer dissection of vasculogenic mimicry characteristic to provide potential therapeutic targets.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	37853210	10.1038/s41598-023-44681-8	2023	Cuproptosis-related gene SLC31A1: prognosis values and potential biological functions in cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40444048	10.3389/fphar.2025.1534974	2025	Pan-cancer profiling of FZD2 as a prognostic biomarker: integrative multi-omics analysis with experimental validation and functional characterization in gastric	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41346582	10.3389/fimmu.2025.1722358	2025	R3HDM4 influences kidney renal clear cell carcinoma progression, immune modulation, and potential links to the IGSF8 immune checkpoint.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39546161	10.1186/s43556-024-00225-8	2024	Unveiling the role of Pleckstrin-2 in tumor progression and immune modulation: insights from a comprehensive pan-cancer analysis with focus on lung cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38468956	10.1016/j.heliyon.2024.e26804	2024	Multi-omics landscape analysis reveals the pan-cancer association of arginine biosynthesis genes with tumor immune evasion and therapy resistance.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	36517565	10.1038/s41598-022-26008-1	2022	A pan-cancer analysis of the FAT1 in human tumors.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.21203/rs.3.rs-3100141/v1	2023	Identifying Cuproptosis-Related Hub Genes and Their Clinical Significance in Tumors	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	NOT_FOUND	2020	Functional genomics studies of cancer and cells of origin : from pan-cancer to single-cell	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.21203/rs.3.rs-4034323/v1	2024	Identification and Multi-omic Analysis of Essential Coding and Long Non-conding Genes in Colorectal Cancer	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.21203/rs.3.rs-2486438/v1	2023	Cuproptosis-related gene DLAT is a prognostic and immunological biomarker in pan-cancer	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	34914499	10.1126/science.abe6474	2021	Pan-cancer single-cell landscape of tumor-infiltrating T cells.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39700959	10.1016/j.intimp.2024.113815	2025	Pan-cancer analysis of NADPH oxidase 4 identifying its prognostic and immunotherapy predictive value and in vitro experimental verification in glioblastoma.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40635988	10.5603/rpor.105252	2025	TMPO-AS1-hsa-let-7b-5p-EZH2-RNA network predicts poor survival in basal-like breast cancer patients.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40672096	10.21037/jgo-2025-7	2025	Comprehensive analysis identifies AMIGO2 as a potential prognosis biomarker of pancreatic adenocarcinoma.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	37680718	10.3389/fphar.2023.1213891	2023	Identification and validation of SERPINE1 as a prognostic and immunological biomarker in pan-cancer and in ccRCC.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40413344	10.1007/s12672-025-02662-5	2025	Dissecting PTPN7-driven aggressiveness in IDH-wildtype astrocytomas: multi-omics, clinical validation, and spatial transcriptomics for prognostic insights.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
